,Asset ID,Asset Name,Country,Latitude,Longitude,aez_v9v2_CRUTS32_Hist_8110_100_avg,lgd_ENSEMBLE_rcp4p5_2050s,aez_v9v2_ENSEMBLE_rcp4p5_2050s,tmpCRUTS32_0010,tmp_ENSEMBLE_rcp4p5_2050s,lgd_CRUTS32_Hist_0010,all_2010_prod
137170,191052,Global Branch Key 191052,Spain,39.53552,2.572935,56.0,226.0,56.0,17.270000457763672,18.647998809814453,252.0,646.3023071289062
164466,53232713,"Retail - United Kingdom (52.9042607 , -1.5437026)",United Kingdom,52.9042607,-1.5437026,56.0,352.0,56.0,10.260000228881836,11.618000030517578,281.0,2471.51953125
129194,13235,MONDI PAPER LTD,United Kingdom,53.647286,-2.314627,42.0,349.0,42.0,9.65999984741211,10.969999313354492,271.0,163.6748046875
105743,16595,Global Branch Key 16595,Slovenia,46.58907,15.02422,56.0,235.0,56.0,7.869999885559082,9.746000289916992,222.0,136.6685333251953
83092,66379,Global Branch Key 66379,Greece,38.51313,23.63803,51.0,181.0,51.0,18.059999465942383,19.450000762939453,201.0,
32066,551110397,"Retail - United Kingdom (54.86542589 , -1.415033964)",United Kingdom,54.86542589,-1.415033964,41.0,355.0,41.0,9.789999961853027,11.025999069213867,281.0,1333.197265625
35324,54337496,"Retail - United Kingdom (53.7230244 , -2.6693228)",United Kingdom,53.7230244,-2.6693228,41.0,356.0,41.0,9.899999618530273,11.236000061035156,279.0,654.9254760742188
7116,5228194,"Retail - United Kingdom (51.70510575 , -1.96079205)",United Kingdom,51.70510575,-1.96079205,56.0,331.0,56.0,10.260000228881836,11.744000434875488,278.0,3109.486328125
28716,44764522,"Retail - France (43.5536232 , 7.0215078)",France,43.5536232,7.0215078,56.0,293.0,56.0,15.989999771118164,17.54400062561035,290.0,
120141,51146442,"Retail - United Kingdom (50.9528562 , -1.4520186)",United Kingdom,50.9528562,-1.4520186,41.0,315.0,41.0,10.859999656677246,12.329999923706055,341.0,809.0980224609375
57720,150358,Global Branch Key 150358,Germany,50.97554,7.07451,56.0,329.0,56.0,11.15999984741211,12.967999458312988,274.0,1411.3114013671875
93305,8363,Global Branch Key 8363,France,44.41943,4.90741,40.0,293.0,30.0,12.869999885559082,14.653999328613281,239.0,1776.204833984375
160300,3018577,Business Address,France,48.70724,2.257708,56.0,301.0,56.0,12.460000038146973,14.092000007629395,295.0,1418.649169921875
122209,3074481,Business Address,United Kingdom,51.511332,-0.106025,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
127712,101461,Global Branch Key 101461,Poland,50.305,18.663,56.0,244.0,56.0,8.769999504089355,11.418000221252441,232.0,1721.6068115234375
170869,139648,Global Branch Key 139648,France,47.65393,-2.735738,56.0,290.0,56.0,12.380000114440918,13.892000198364258,323.0,
40911,10202798,Dallas Court Units 1-2,United Kingdom,53.47595,-2.29662,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
129888,5325039,"Retail - United Kingdom (52.5847953 , -2.1283469)",United Kingdom,52.5847953,-2.1283469,56.0,329.0,56.0,9.789999961853027,11.193999290466309,271.0,1936.969482421875
110528,395130,Cedegolo,Italy,46.07444,10.34944,50.0,214.0,50.0,6.519999980926514,8.392000198364258,201.0,249.8084259033203
136123,53212355,"Retail - United Kingdom (52.6260949 , -2.1278179)",United Kingdom,52.6260949,-2.1278179,56.0,329.0,56.0,9.789999961853027,11.193999290466309,271.0,1936.969482421875
198610,125868,Consolidated Stainless Recycling,United Kingdom,52.4773,-2.03319,56.0,320.0,56.0,9.619999885559082,11.038000106811523,268.0,751.516357421875
147814,64846,FEW Baltic II Morski projekt wiatrowy,Poland,55.093,16.641,,,,,,,
183904,134181,Global Branch Key 134181,United Kingdom,50.75172,-1.65437,56.0,314.0,56.0,10.779999732971191,12.219999313354492,341.0,495.5577087402344
84618,3420345,Business Address,Netherlands,52.365795,4.88914,56.0,329.0,56.0,10.479999542236328,11.875999450683594,274.0,
34741,14193,ATHENIAN BREWERY S.A.,Greece,38.225294,21.732963,56.0,211.0,56.0,18.19999885559082,19.81399917602539,227.0,2156.052001953125
102028,192063,Global Branch Key 192063,Greece,37.62198,26.30573,50.0,195.0,50.0,16.8799991607666,18.423999786376953,216.0,681.3884887695312
12499,10201620,Koy Kajaanin Valonkatu,Finland,64.23811,27.74177,56.0,188.0,56.0,2.909999847412109,6.065999507904053,163.0,16.30552864074707
15207,37253,Centrale hydroélectrique de Guchen,France,42.86464,0.33027,49.0,190.0,49.0,7.0,8.569999694824219,194.0,40.55764389038086
178042,99599,Global Branch Key 99599,Poland,51.79747,19.39209,56.0,228.0,56.0,8.65999984741211,11.129999160766602,226.0,1556.0654296875
70840,224494,Global Branch Key 224494,Poland,51.76221,18.08795,56.0,230.0,56.0,9.09999942779541,11.491999626159668,231.0,1932.4796142578125
4272,129280,Global Branch Key 129280,Italy,41.54644,13.51666,24.0,270.0,24.0,18.079999923706055,19.881999969482422,273.0,3182.47021484375
76715,13059,Global Branch Key 13059,France,48.8967,2.236732,56.0,306.0,56.0,12.519999504089355,14.151998519897461,303.0,3.708805084228516
33911,4911865,Nueva Expresión Textil S.A.,Spain,40.430217,-3.693681,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
96804,38229,Global Branch Key 38229,Spain,43.51918,-5.67178,56.0,303.0,56.0,14.529999732971191,15.765998840332031,327.0,543.213623046875
129523,5105783,"Retail - United Kingdom (51.4773071 , -0.0256049)",United Kingdom,51.4773071,-0.0256049,56.0,312.0,56.0,10.75,12.288000106811523,271.0,
178544,49784,Global Branch Key 49784,Spain,41.90138,-8.8712,50.0,282.0,50.0,15.50999927520752,16.7239990234375,292.0,
83732,135772,Global Branch Key 135772,Sweden,57.76948,12.26823,56.0,241.0,56.0,7.460000038146973,10.086000442504883,210.0,476.2839660644531
42448,20675,Global Branch Key 20675,Poland,51.30642,17.06106,56.0,239.0,56.0,9.25,11.493999481201172,232.0,2831.083251953125
183877,155847,Global Branch Key 155847,Poland,52.20546,21.17303,56.0,228.0,56.0,8.729999542236328,11.191999435424805,210.0,266.6945495605469
22098,16552,BRØDRENE HARTMANN A/S,Denmark,54.92652882,8.85723725,56.0,279.0,56.0,9.15999984741211,10.935999870300293,242.0,4879.72998046875
110794,51186878,"Retail - United Kingdom (51.3396324 , 0.7375604)",United Kingdom,51.3396324,0.7375604,56.0,306.0,56.0,11.039999961853027,12.567999839782715,310.0,1902.4254150390625
52884,4993065,Exel Composites Oyj,Finland,60.291581,24.984146,56.0,200.0,56.0,5.730000019073486,8.517999649047852,187.0,311.84814453125
74830,188436,Global Branch Key 188436,Spain,40.48587,-3.357452,56.0,201.0,56.0,15.059999465942383,16.812000274658203,215.0,3008.645751953125
7765,173631,Global Branch Key 173631,Italy,45.39647,10.91483,51.0,307.0,51.0,12.809999465942383,14.677999496459961,257.0,10168.060546875
203688,188759,Global Branch Key 188759,Spain,40.55059,-1.64915,26.0,151.0,26.0,9.579999923706055,11.205999374389648,147.0,402.2609558105469
66265,176801,MOL Nyrt.,Hungary,47.239658,20.393718,37.0,194.0,33.0,11.239999771118164,13.369999885559082,226.0,2793.769775390625
121641,619640,Global Branch Key 619640,Bulgaria,44.11782,27.27339,56.0,177.0,56.0,12.639999389648438,14.430000305175781,198.0,1517.7017822265625
132311,10218281,Calle Vitoria 280-Ctra Madrid-Irún,Spain,42.35924,-3.6408,28.0,247.0,28.0,11.25,12.873998641967773,183.0,2013.266357421875
118003,271642,Global Branch Key 271642,Poland,53.13672,17.6017,56.0,233.0,56.0,9.1899995803833,11.387999534606934,228.0,1890.47998046875
158363,52044625,"Retail - United Kingdom (51.5186623 , -0.174871)",United Kingdom,51.5186623,-0.174871,56.0,313.0,56.0,10.630000114440918,12.167999267578125,269.0,
39909,39137,Global Branch Key 39137,Hungary,47.65506,19.28818,56.0,190.0,56.0,10.15999984741211,12.375999450683594,219.0,1477.1043701171875
30647,52621,Global Branch Key 52621,Spain,36.76577,-4.709119,51.0,164.0,51.0,18.440000534057617,20.450000762939453,217.0,5449.572265625
171683,190951,Global Branch Key 190951,Spain,39.59102,2.647078,56.0,234.0,56.0,17.239999771118164,18.630001068115234,254.0,1597.22021484375
175763,949090,Business Address,Netherlands,52.328873,4.965287,56.0,329.0,56.0,10.489999771118164,11.906000137329102,274.0,636.0018920898438
122876,45490,ZF Friedrichshafen AG W I,Germany,47.65956,9.490698,56.0,314.0,56.0,10.779999732971191,12.777999877929688,259.0,94.38401794433594
110076,10144970,Jurys Inn-Cork,Ireland,51.89944,-8.46403,56.0,365.0,56.0,10.4399995803833,11.697999954223633,365.0,339.20782470703125
3363,4231,NOVERGIE,France,43.97,4.9,56.0,267.0,56.0,15.130000114440918,16.808000564575195,261.0,6263.26318359375
61068,12842,Global Branch Key 12842,France,48.80203,2.318256,56.0,304.0,56.0,12.420000076293945,14.050000190734863,295.0,1.025599479675293
21913,10133161,Kwik-Fit-Motherwell,United Kingdom,55.78259,-3.98637,56.0,321.0,56.0,9.029999732971191,10.255999565124512,260.0,234.36575317382812
28826,53210894,"Retail - United Kingdom (52.9027218 , -2.1482843)",United Kingdom,52.9027218,-2.1482843,56.0,338.0,56.0,9.84000015258789,11.229999542236328,273.0,630.3427734375
93406,240042,Global Branch Key 240042,Belgium,50.93548,3.432533,41.0,328.0,41.0,10.979999542236328,12.429999351501465,280.0,6123.654296875
138081,7189637,AES Ballylumford Ltd.,United Kingdom,54.840144,-5.771694,41.0,365.0,41.0,9.949999809265137,11.143999099731445,365.0,
168516,37538,Global Branch Key 37538,Spain,36.42212,-6.149547,56.0,173.0,56.0,18.84000015258789,20.18600082397461,217.0,4144.36962890625
140195,38837,Global Branch Key 38837,Romania,44.24439,28.26933,56.0,172.0,56.0,12.269999504089355,13.986000061035156,202.0,2626.4296875
173426,38203,"Specialty Minerals Portugal, Especialidades Minerais, S.A.",Portugal,40.0588,-8.85721,56.0,244.0,56.0,16.579999923706055,18.119998931884766,264.0,219.7508544921875
206892,614913,Global Branch Key 614913,Sweden,63.17717,14.64021,56.0,185.0,56.0,3.359999895095825,5.837999820709229,164.0,63.555667877197266
177806,260059,Global Branch Key 260059,Poland,52.64817,19.07309,56.0,232.0,56.0,9.170000076293945,11.486000061035156,229.0,147.8394775390625
160328,3015107,Business Address,Spain,41.558551,2.18022,56.0,276.0,56.0,16.260000228881836,17.827999114990234,281.0,3053.4267578125
49683,153359,Global Branch Key 153359,Greece,38.01554,23.69266,56.0,175.0,56.0,17.600000381469727,19.079998016357422,194.0,335.2580261230469
21076,193539,Global Branch Key 193539,Spain,39.68729,-2.38112,28.0,201.0,22.0,14.0,15.708000183105469,233.0,1691.953125
104476,51084843,"Retail - United Kingdom (51.1139417 , -0.1755337)",United Kingdom,51.1139417,-0.1755337,56.0,317.0,56.0,10.479999542236328,12.055999755859375,276.0,708.8729858398438
148108,10156994,Échirolles,France,45.15887,5.72512,56.0,355.0,56.0,13.670000076293945,15.380000114440918,338.0,1383.806884765625
40281,6625482,Winterthur Technologies Ltd.,Switzerland,47.496524,8.746137,56.0,296.0,56.0,10.179999351501465,11.969999313354492,254.0,1320.3271484375
75427,55544,Elektrownia Kogeneracyjna Stalowa Wola,Poland,50.55194,22.08075,56.0,235.0,56.0,9.029999732971191,11.38599967956543,234.0,53.2921257019043
158340,5414869,"Retail - United Kingdom (53.7932609 , -1.433961)",United Kingdom,53.7932609,-1.433961,56.0,339.0,56.0,9.760000228881836,11.027999877929688,272.0,1392.9437255859375
103901,10221995,Blythe Valley Park,United Kingdom,52.37415,-1.79683,39.0,322.0,41.0,9.880000114440918,11.305999755859375,272.0,1411.9991455078125
77408,8268,Global Branch Key 8268,Switzerland,46.29178,7.528988,51.0,239.0,51.0,8.09000015258789,9.70199966430664,223.0,10160.1484375
93103,48923,Global Branch Key 48923,Spain,38.84097,0.110161,22.0,216.0,16.0,18.809999465942383,20.06999969482422,250.0,
186716,86246,Global Branch Key 86246,France,48.76469,2.391495,56.0,305.0,56.0,12.529999732971191,14.142000198364258,299.0,4.770466804504395
101966,129089,Global Branch Key 129089,Italy,45.60919,9.533667,35.0,345.0,23.0,13.329999923706055,14.986000061035156,288.0,3734.9755859375
194276,28614,Global Branch Key 28614,Spain,40.39503,-3.7672,56.0,211.0,56.0,14.679999351501465,16.43400001525879,217.0,1025.4573974609375
7613,96589,Global Branch Key 96589,Sweden,59.31802,18.05697,40.0,206.0,40.0,6.96999979019165,9.615999221801758,198.0,
19087,491270,Bavaria Plant,Germany,48.97,12.17,56.0,248.0,56.0,9.40999984741211,11.435999870300293,240.0,6868.6298828125
86189,64470,Global Branch Key 64470,France,48.6459,2.45059,56.0,304.0,56.0,12.429999351501465,14.044000625610352,287.0,446.52288818359375
107282,13464,STAR ENERGY (EAST MIDLANDS) LTD,United Kingdom,53.267111,-0.436101,39.0,326.0,41.0,10.170000076293945,11.453999519348145,278.0,5315.50048828125
60466,5225722,"Retail - United Kingdom (51.9298726 , -1.7218692)",United Kingdom,51.9298726,-1.7218692,56.0,314.0,56.0,10.029999732971191,11.473999977111816,274.0,2352.402587890625
69979,52045913,"Retail - United Kingdom (51.5331569 , -0.2967736)",United Kingdom,51.5331569,-0.2967736,56.0,313.0,56.0,10.670000076293945,12.207999229431152,271.0,
46314,51211,Global Branch Key 51211,Spain,40.45347,-6.49101,28.0,258.0,22.0,13.0,14.878000259399414,247.0,421.7584533691406
200841,6933434,Services industriels de Genève,Switzerland,46.212264,6.105269,56.0,336.0,56.0,11.559999465942383,13.253999710083008,273.0,587.0161743164062
9974,57240339,"Retail - United Kingdom (57.4859267 , -1.8032628)",United Kingdom,57.4859267,-1.8032628,56.0,333.0,56.0,8.769999504089355,9.955999374389648,261.0,
170466,51563145,"Retail - Belgium (50.93069 , 5.32849)",Belgium,50.93069,5.32849,56.0,331.0,56.0,11.050000190734863,12.653999328613281,276.0,2654.97412109375
142105,31495,"Kellogg Company of Great Britain Ltd , Manchester, Food and Drink, Breakfast Cereal",United Kingdom,53.4572,-2.31714,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
107574,52083617,"Retail - United Kingdom (51.5184921 , -0.1708708)",United Kingdom,51.5184921,-0.1708708,56.0,313.0,56.0,10.630000114440918,12.167999267578125,269.0,
71953,6618530,Aga Rangemaster Group,United Kingdom,52.27474,-1.539408,56.0,334.0,56.0,10.369999885559082,11.775999069213867,280.0,3129.814453125
11093,27553,Global Branch Key 27553,Spain,41.3978,2.147186,56.0,267.0,56.0,16.479999542236328,17.961999893188477,256.0,108.82707977294922
146297,134480,Global Branch Key 134480,United Kingdom,51.06285,-1.315891,56.0,321.0,56.0,10.649999618530273,12.14799976348877,289.0,3195.091064453125
152431,272338,Global Branch Key 272338,Poland,52.2036,20.93822,50.0,226.0,50.0,8.65999984741211,11.115999221801758,213.0,257.97650146484375
97339,41676,Planta Almonacid De Zorita (La Mata),Spain,40.32693,-2.84928,28.0,210.0,22.0,14.139999389648438,15.866000175476074,228.0,1525.112060546875
169628,2981808,Business Address,United Kingdom,51.502064,-0.161073,50.0,312.0,50.0,10.710000038146973,12.243999481201172,272.0,
71564,152592,Global Branch Key 152592,Portugal,38.75538,-9.149512,56.0,211.0,56.0,17.270000457763672,18.777999877929688,237.0,683.0189819335938
48222,266095,Global Branch Key 266095,Spain,40.59272,-3.108472,56.0,207.0,56.0,13.429999351501465,15.156000137329102,198.0,1255.133544921875
131646,4361857,Kopane Diamond Developments,United Kingdom,51.493916,-0.140737,56.0,313.0,56.0,10.739999771118164,12.277999877929688,272.0,
203825,4176193,Euler Hermes SA,Belgium,50.841334,4.368348,56.0,328.0,56.0,10.869999885559082,12.517999649047852,276.0,418.7550354003906
144868,10076593,Ashford,United Kingdom,51.43647,-0.47028,56.0,315.0,56.0,10.710000038146973,12.260000228881836,279.0,498.82421875
199989,48921,Global Branch Key 48921,Spain,38.8358,0.104502,56.0,216.0,56.0,18.809999465942383,20.06999969482422,250.0,
185675,10164408,Yew Gardens,United Kingdom,53.4812,-1.18426,56.0,327.0,56.0,9.6899995803833,10.982000350952148,269.0,3103.751220703125
37532,59064,Speicherkraftwerk Altstafel,Switzerland,46.47256,8.36929,55.0,126.0,50.0,0.170000001788139,1.753999948501587,105.0,
121531,83823,Global Branch Key 83823,France,49.01401,1.380545,40.0,305.0,42.0,11.529999732971191,13.173998832702637,286.0,2774.546630859375
181830,153409,Global Branch Key 153409,Greece,37.07396,22.43037,56.0,205.0,56.0,17.19999885559082,18.81399917602539,225.0,4499.01416015625
141749,10153916,Habaneras Shopping Center,Spain,37.9896,-0.6873,56.0,93.0,56.0,18.709999084472656,20.053998947143555,143.0,1386.560302734375
85420,191174,Shawell Quarry,United Kingdom,52.4235,-1.21175,39.0,321.0,41.0,10.019999504089355,11.429999351501465,274.0,2998.0205078125
157942,91486,Dour-Quievrain 1 (ENGIE Electrabel),Belgium,50.41267,3.721824,39.0,318.0,41.0,10.829999923706055,12.430000305175781,275.0,5600.9453125
11580,11215,Global Branch Key 11215,Poland,49.82385,19.05363,56.0,236.0,56.0,7.75,10.425999641418457,220.0,830.3135986328125
174360,205530,Global Branch Key 205530,Italy,44.61084,10.26606,40.0,284.0,30.0,12.09999942779541,13.883999824523926,208.0,2528.39013671875
133237,138129,Global Branch Key 138129,France,45.25852,5.908348,30.0,356.0,30.0,12.569999694824219,14.258000373840332,290.0,1467.490966796875
20509,99540,Global Branch Key 99540,France,48.62667,2.42392,56.0,304.0,56.0,12.429999351501465,14.044000625610352,287.0,446.52288818359375
114872,17104,Global Branch Key 17104,Slovakia,49.0567,20.30292,56.0,205.0,56.0,6.21999979019165,8.621999740600586,205.0,931.9219360351562
182151,2994641,Business Address,Netherlands,52.060669,4.494025,56.0,338.0,56.0,10.739999771118164,12.093999862670898,280.0,1551.7388916015625
46422,65543,Global Branch Key 65543,United Kingdom,51.7604,-0.564951,56.0,300.0,56.0,10.039999961853027,11.52400016784668,270.0,3134.11767578125
23461,851322,Global Branch Key 851322,Poland,52.66971,19.80299,39.0,222.0,39.0,8.649999618530273,11.027999877929688,219.0,2497.01123046875
6389,295719,Stabilimento di Cameri,Italy,45.533888,8.676111,56.0,336.0,56.0,13.210000038146973,14.780000686645508,287.0,3212.303466796875
193735,182571,Global Branch Key 182571,Romania,46.57335,26.90049,56.0,211.0,56.0,10.09999942779541,12.179999351501465,229.0,1904.4129638671875
128763,51910,Parc éolien du Moulin De La Somme,France,49.68841,2.23411,39.0,317.0,41.0,11.40999984741211,12.991999626159668,289.0,4970.27197265625
1956,43416,Global Branch Key 43416,Switzerland,46.86664,7.014346,41.0,303.0,29.0,10.449999809265137,12.095999717712402,258.0,3320.07373046875
122569,10159250,rue de la Vallée 104,Belgium,49.61712,5.81029,41.0,274.0,41.0,10.1899995803833,11.696000099182129,258.0,3415.703369140625
20151,574585,Global Branch Key 574585,Italy,45.55316,11.53492,56.0,323.0,56.0,12.84999942779541,14.67199993133545,273.0,4109.2529296875
199480,130692,Global Branch Key 130692,Italy,45.4375,7.850753,29.0,357.0,23.0,13.729999542236328,15.32599925994873,298.0,2709.729736328125
41225,27381,Insediamento Olgettina,Italy,45.507777,9.269444,51.0,348.0,51.0,13.729999542236328,15.338000297546387,290.0,2828.594482421875
36169,113347,Global Branch Key 113347,Italy,43.76987,11.25637,56.0,310.0,56.0,13.819999694824219,15.607999801635742,273.0,1728.1982421875
145130,129742,Berwick Waste Transfer H W R C Facility,United Kingdom,55.791,-2.01275,42.0,338.0,42.0,9.229999542236328,10.427999496459961,266.0,1551.721435546875
34186,3010848,Business Address,Netherlands,51.874623,4.402401,41.0,337.0,41.0,10.75,12.142000198364258,281.0,1261.7606201171875
145197,32813,"PHS Services Limited, PHS Hazardous Waste Transfer Station, Stevenage",United Kingdom,51.8922,-0.20282,56.0,306.0,56.0,10.309999465942383,11.809999465942383,266.0,3096.7822265625
176247,5104243,Viridor Recycling Centre,United Kingdom,51.385548,-0.144688,56.0,314.0,56.0,10.539999961853027,12.092000007629395,274.0,156.48362731933594
58745,72363,Global Branch Key 72363,France,43.74179,7.31177,24.0,297.0,24.0,16.119998931884766,17.663999557495117,292.0,472.1091003417969
171774,101765,Global Branch Key 101765,Poland,50.05031,18.68543,50.0,246.0,50.0,8.519999504089355,11.153999328613281,229.0,1231.5126953125
39485,815392,Global Branch Key 815392,Italy,45.07443,7.62339,56.0,345.0,56.0,13.829999923706055,15.458000183105469,283.0,1018.4354248046875
113689,5105258,"Retail - United Kingdom (51.1412618 , -0.4889191)",United Kingdom,51.1412618,-0.4889191,40.0,318.0,42.0,10.489999771118164,12.052000045776367,277.0,1457.1036376953125
176286,46280,Siemens AG,Germany,52.53899,13.25712,56.0,243.0,56.0,10.039999961853027,12.15999984741211,239.0,
177092,53290418,"Retail - United Kingdom (53.10734425 , -2.030113349)",United Kingdom,53.10734425,-2.030113349,56.0,332.0,56.0,9.380000114440918,10.727999687194824,264.0,114.91983032226562
164286,522167523,"Retail - Poland (52.23309 , 21.10944)",Poland,52.23309,21.10944,50.0,229.0,50.0,8.819999694824219,11.281999588012695,212.0,1040.8372802734375
189229,315437,Conwy Falls,United Kingdom,53.06555,-3.779469,42.0,345.0,42.0,8.899999618530273,10.368000030517578,263.0,50.12705612182617
139089,5918113462,"Retail - Sweden (59.2435623 , 18.0912147)",Sweden,59.2435623,18.0912147,56.0,206.0,56.0,6.940000057220459,9.565999984741211,198.0,96.12620544433594
13256,51160453,"Retail - United Kingdom (51.0781409 , 1.1761156)",United Kingdom,51.0781409,1.1761156,56.0,317.0,56.0,11.210000038146973,12.723999977111816,331.0,
185569,10058648,Weston Favell,United Kingdom,52.25584,-0.83456,56.0,313.0,56.0,10.079999923706055,11.508000373840332,275.0,2061.274169921875
42614,33817,Global Branch Key 33817,Spain,40.32429,-3.863318,56.0,199.0,56.0,15.00999927520752,16.773998260498047,215.0,4757.50439453125
151495,229750,NOLIKO,Belgium,51.14025,5.627241,50.0,331.0,50.0,10.949999809265137,12.543999671936035,276.0,4442.876953125
70526,133532,Global Branch Key 133532,United Kingdom,51.32023,-0.55822,56.0,314.0,56.0,10.569999694824219,12.105999946594238,276.0,2472.914794921875
130402,120219,Global Branch Key 120219,United Kingdom,51.76094,-0.566367,56.0,300.0,56.0,10.039999961853027,11.52400016784668,270.0,3134.11767578125
138775,5476,Complexo Industrial de Setúbal da Portucel,Portugal,38.4933,-8.80816,56.0,208.0,56.0,17.649999618530273,19.213998794555664,232.0,
74875,806192,Global Branch Key 806192,Poland,51.2467,22.56635,56.0,225.0,56.0,8.6899995803833,11.017999649047852,225.0,804.6824340820312
127907,631879,Global Branch Key 631879,Italy,43.79095,7.60794,,295.0,,15.839999198913574,17.38800048828125,288.0,
200044,878775,Global Branch Key 878775,Italy,45.82159,8.71304,41.0,336.0,29.0,12.59999942779541,14.175999641418457,282.0,437.4840087890625
140876,265853,Global Branch Key 265853,France,45.74675,4.824607,56.0,317.0,56.0,12.00999927520752,14.0,274.0,1269.3045654296875
55680,267353,Global Branch Key 267353,Switzerland,47.36727,8.783669,41.0,276.0,29.0,9.899999618530273,11.699999809265137,250.0,2087.46533203125
32493,79704,Global Branch Key 79704,France,48.99085,2.16718,56.0,309.0,56.0,12.399999618530273,14.039999008178711,301.0,3.006561279296875
70217,5329199,"Retail - United Kingdom (53.0262083 , -2.1746667)",United Kingdom,53.0262083,-2.1746667,56.0,335.0,56.0,9.619999885559082,10.977999687194824,269.0,219.70948791503906
62116,279546,Global Branch Key 279546,France,45.93476,6.631799,56.0,273.0,56.0,9.489999771118164,11.121999740600586,245.0,802.3297729492188
110983,127040,Global Branch Key 127040,United Kingdom,51.53952,0.712794,56.0,309.0,56.0,10.979999542236328,12.47599983215332,277.0,955.095703125
176864,53293724,"Retail - United Kingdom (53.4893533 , -2.287145)",United Kingdom,53.4893533,-2.287145,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
79427,54210174,"Retail - United Kingdom (53.5035601 , -2.3582504)",United Kingdom,53.5035601,-2.3582504,56.0,360.0,56.0,9.960000038146973,11.291999816894531,278.0,146.7401580810547
204677,1151,ATOFINA,France,49.48,0.22,56.0,317.0,56.0,12.0,13.595998764038086,365.0,
204640,176767,Pyewipe Treatment Facility,United Kingdom,53.5795,-0.093811,56.0,341.0,56.0,10.309999465942383,11.567999839782715,284.0,3194.65380859375
33097,36194,Global Branch Key 36194,Spain,41.36258,2.109831,56.0,267.0,56.0,16.479999542236328,17.961999893188477,256.0,108.82707977294922
164064,45077,SITA West GmbH,Germany,50.44098,7.473393,56.0,314.0,56.0,11.019999504089355,12.753999710083008,270.0,2083.6875
101623,53296195,"Retail - United Kingdom (53.445223 , -2.3108172)",United Kingdom,53.445223,-2.3108172,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
174680,753910,Global Branch Key 753910,Italy,43.93405,10.91429,56.0,311.0,56.0,13.059999465942383,14.789999008178711,231.0,2188.861328125
181185,22086,Global Branch Key 22086,Italy,40.7952,14.36032,56.0,265.0,56.0,16.31999969482422,18.076000213623047,276.0,1214.17529296875
194729,3065319,Business Address,Luxembourg,49.635142,6.175267,42.0,262.0,40.0,10.139999389648438,11.597999572753906,258.0,1387.130615234375
186545,138335,Global Branch Key 138335,France,49.41666,2.826759,56.0,312.0,56.0,12.0,13.588000297546387,278.0,1156.49853515625
65641,3030809,Business Address,United Kingdom,51.512261,-0.085115,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
19030,6839,Elektrociep?ownia Elbl?g Sp. z o.o.,Poland,54.181721,19.389308,56.0,246.0,56.0,8.970000267028809,11.36199951171875,232.0,2110.538330078125
83641,47499,Global Branch Key 47499,Spain,38.28248,-5.829916,56.0,192.0,56.0,16.43000030517578,18.105998992919922,231.0,2532.473876953125
64886,9220,Global Branch Key 9220,France,47.7147,-3.312224,56.0,301.0,56.0,12.399999618530273,13.823999404907227,349.0,1451.2210693359375
28047,108548,Rue du Bosquet 12,Belgium,50.580621,4.359162,41.0,324.0,41.0,10.550000190734863,12.227999687194824,270.0,6529.23681640625
133907,20323,Global Branch Key 20323,Poland,52.39948,16.87555,56.0,228.0,56.0,9.449999809265137,11.57599925994873,212.0,575.5816650390625
138023,5651468,"Hucoa-Erlöss, S.A.",Spain,40.375247,-3.646345,56.0,201.0,56.0,15.0,16.753999710083008,215.0,651.9364013671875
185712,5424458,BRADFORD ESHOLT STW,United Kingdom,53.847623,-1.712232,41.0,334.0,41.0,9.460000038146973,10.723999977111816,266.0,338.9554443359375
189997,3308,Global Branch Key 3308,Portugal,41.04992,-8.652098,,273.0,,15.699999809265137,17.060001373291016,275.0,628.7361450195312
37447,53709,Impianto idroelettrico Saviner,Italy,46.43943,11.98604,50.0,163.0,50.0,2.039999961853027,4.037999629974365,141.0,21.12412452697754
119565,10214055,Residentie Noach,Belgium,51.23107,3.68163,42.0,336.0,42.0,11.109999656677246,12.53600025177002,281.0,5679.21826171875
8086,5842,Global Branch Key 5842,France,49.86049,2.28068,42.0,318.0,42.0,11.609999656677246,13.191999435424805,296.0,2199.1708984375
144616,61724,Gideåbacka Vattenkraftverk,Sweden,63.35257,19.10386,48.0,179.0,40.0,3.609999895095825,6.491999626159668,168.0,58.277931213378906
44925,56342771,"Retail - United Kingdom (55.9330834 , -3.1327164)",United Kingdom,55.9330834,-3.1327164,41.0,345.0,41.0,9.429999351501465,10.63599967956543,270.0,228.11509704589844
126057,3805,Kalkwerk Rübeland,Germany,51.755431,10.830597,42.0,229.0,42.0,7.869999885559082,9.853999137878418,226.0,
118084,185941,Global Branch Key 185941,Spain,40.42691,-3.694701,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
96321,117558,Global Branch Key 117558,Italy,40.93695,8.225701,50.0,222.0,50.0,16.989999771118164,18.408000946044922,253.0,237.722900390625
